#OTU ID	MTC9T1	MTC9T2	MTT9T4	MTT9T6	MTT9T11	MTT9T12	MTT9T13	MTT9T14	MTT9T15	MTT9T9	MTT9T17	MTT9T18	MTB9T21	MTB9T22	MTB9T23	MTB9T24	MTB9T25	MTT9T26	MTB9T27
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.0	0.0	0.0	6.5910888478800005e-06	8.17313979338e-06	2.14240570737e-05	0.0	4.64425041798e-05	0.0	0.0	0.0	0.0	8.8049096176e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.0	0.0	0.0	3.29554442394e-05	5.72119785537e-05	3.21360856105e-05	0.0	1.99039303628e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41474732613e-05	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.28661157988e-06	0.0	5.4124855216e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.0445950232624	0.0576985978761	0.0436004137866	0.0188834695492	0.00659572381326	0.00666288174992	0.000144516129032	0.103108993923	0.0200447769017	0.0487261644264	0.0963980485104	0.0260794514926	0.0236852068714	0.00808546629881	0.0285386401445	0.0368775412058	0.0434610378586	0.0881477392048	0.0544363435917
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.28661157988e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.0	0.0	0.0	0.0	8.17313979338e-06	0.0	0.0	0.0	7.487776205339999e-06	0.0	0.0	0.000802723223447	0.000176098192352	0.0	0.0	0.0	0.0	1.62374565648e-05	1.04005241864e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.0023614831524	0.00346714930548	0.00022335073118	0.000158186132349	8.17313979338e-06	0.0	7.22580645161e-05	0.00123404368249	0.000696363187097	0.0026258205689299	0.01648385869	0.000120710259165	0.000598733853997	2.01381476932e-05	2.66882544992e-05	0.00280534545826	0.00497991058797	0.00110955953193	0.00588669668951
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.0	2.18059704747e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.487776205339999e-06	0.0	0.0	1.81065388747e-05	0.000193708011587	0.0	1.77921696661e-05	0.000123872396858	0.000141474732613	0.000319336645774	3.12015725593e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32692869085e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63464345426e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0009956999859019	0.000523343291393	0.0454459961443	0.000580015818613	0.013134235648	0.00286011161934	0.0035819354838699	0.0565537008041	0.00125045862629	0.0003829321663019	0.0016885228884799	0.0044481730502299	0.0015936886407899	0.4051493243649999	0.0685443336388	0.0225083431703	0.020358214023	0.0161779192241	0.0027145368126599
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0019913999718	0.0009921716566	4.70212065642e-05	0.0001713683100449	0.00634235647967	0.00114618705344	0.0	0.000895676866325	0.00667909637517	0.000234448265083	0.0001660842185389	0.0176055912992	0.353886927351	0.000201381476932	0.00034694730849	0.000313324297935	0.0006366362967569	2.16499420864e-05	2.08010483728e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	8.811504300010001e-06	0.0	1.1755301641e-05	6.5910888478800005e-06	8.17313979338e-06	0.0	1.03225806452e-05	0.0010814468830399	0.0	7.81494216943e-06	1.38403515449e-05	3.62130777495e-05	8.8049096176e-06	3.02072215398e-05	0.0	0.0	0.0	2.16499420864e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76098192352e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Sphaerochaetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales	8.811504300010001e-06	1.09029852374e-05	0.00056425447877	0.0	0.0	0.0	0.0	0.0	5.24144334374e-05	0.0	0.0	2.4142051833e-05	0.0	0.0	0.0	5.10062810592e-05	2.82949465226e-05	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99039303628e-05	7.487776205339999e-06	0.0	0.0	0.0	8.8049096176e-06	1.00690738466e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__EW055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__I025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	0.00749859015931	0.000839529863277	9.40424131283e-05	0.0155483785921	0.00138943376488	0.00531316615427	0.0120567741935	0.27485337438	0.00253086835741	0.002352297593	0.000138403515449	0.00335574520478	0.000475465119351	2.01381476932e-05	8.896084833060001e-06	7.28661157988e-06	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0	0.0	1.1755301641e-05	6.5910888478800005e-06	6.53851183471e-05	5.35601426842e-05	4.12903225806e-05	1.32692869085e-05	8.98533144641e-05	1.56298843389e-05	0.000138403515449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32692869085e-05	7.487776205339999e-06	0.0	6.920175772460001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	1.7623008600000002e-05	0.0	9.40424131283e-05	5.2728710783e-05	0.000179809075454	0.000192816513663	0.000123870967742	0.000272020381625	5.24144334374e-05	7.81494216943e-06	8.9962285042e-05	5.43196166242e-05	0.000158488373117	6.04144430795e-05	0.0	6.55795042189e-05	5.65898930451e-05	3.78873986512e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.0	0.0	0.0	1.97732665436e-05	0.000204328494835	0.0	1.03225806452e-05	0.0	0.0	0.0	0.0	0.0	1.76098192352e-05	0.0	0.0	0.0	0.0	0.0	1.04005241864e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45732231598e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	2.64345129e-05	2.18059704747e-05	0.0	0.0	4.90388387603e-05	2.14240570737e-05	2.06451612903e-05	7.96157214511e-05	7.487776205339999e-06	0.0	6.920175772460001e-06	6.03551295825e-06	1.76098192352e-05	0.000100690738466	8.896084833060001e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.00176230086	4.36119409494e-05	0.1185874829549999	0.036178486686	0.136973649797	0.2023823551469999	0.241981935484	0.00255433772989	0.0179257362356	0.0236480150047	0.0026158264419899	0.0597817558514	0.00639236438238	0.061894596935	0.0897259116263	0.0109153441467	0.0037915228340199	0.0016508080840899	0.0004160209674569
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.0001674185817	9.81268671362e-05	0.000928668829642	0.000197732665436	0.000678370602851	0.0016282283375999	0.000805161290323	0.000988561874685	0.000531632110579	5.4704595186e-05	0.00871942147331	0.000156923336914	0.000105658915411	2.01381476932e-05	3.55843393323e-05	8.01527273787e-05	5.65898930451e-05	1.62374565648e-05	8.32041934914e-05
k__Bacteria;p__Bacteroidetes;c__;o__;f__	0.0	0.0	0.0	0.0	8.17313979338e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	1.7623008600000002e-05	5.45149261868e-05	0.0	1.31821776958e-05	0.0	0.0	0.0	0.0	7.487776205339999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.459387776681	0.439412111036	0.126663375182	0.222528341682	0.00101346933438	0.0118260795047	0.0598709677419	0.237593216741	0.341944275969	0.23476086277	0.344693955226	0.166393056746	0.28092064135	0.18205892422	0.316238023646	0.509764059517	0.427069775338	0.473879344873	0.570749565778
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.00596538841111	0.00515711201727	0.00835801946678	0.00311758502505	0.000637504903884	0.0002678007134209	0.00359225806452	0.0150739099281	0.00429049576566	0.00220381369178	0.00679561260856	0.000983788612194	0.00368925712978	0.000845802203113	0.00305135709774	0.0070315801745899	0.00793673249958	0.00366966518365	0.0067395396728
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.000502255745101	0.000937656730413	0.00130483848216	0.0009095702610069	0.00178174447496	0.000749841997579	0.0003922580645159	0.00121413975213	8.98533144641e-05	0.000476711472335	0.000608975467977	0.000434556932994	0.00302008399884	1.00690738466e-05	0.00103194584064	0.00285635173931	0.00206553109615	0.000465473754858	0.0003328167739649
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.000643239813901	0.000457925379969	0.000246861334462	0.000672291062484	1.63462795868e-05	5.35601426842e-05	0.000412903225806	0.019220562087	0.0011156786545999	0.0006173804313849	0.000906543026193	0.000319882186787	0.000176098192352	0.0	3.55843393323e-05	0.000335184132675	0.00055175145719	0.0002814492471229	0.000686434596304
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	0.0176670661215	0.0372227916003	0.000387924954154	0.00536514632217	4.90388387603e-05	0.0	0.000763870967742	6.63464345426e-06	0.00754019063878	0.00733823069709	0.000138403515449	0.00100793066403	4.4024548088e-05	2.01381476932e-05	0.000355843393323	0.000728661157988	0.0004102767245769	7.03623117808e-05	4.16020967457e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	0.0136313971521	0.00853703744085	0.0061832886631899	0.00524650672291	0.000228847914215	0.0012318832817399	0.00740129032258	0.0204015286219	0.0186370749750999	0.0126133166615	0.0179855368326	0.0058182344917499	0.0030024741796	4.02762953864e-05	0.00255317634709	0.0096766201780799	0.00834700922415	0.0094285497786299	0.0154447784167999
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	0.0123713520372	0.00952920909745	4.70212065642e-05	0.00203664645399	1.63462795868e-05	6.42721712211e-05	0.00108387096774	0.00850561290836	0.0040658624794999	0.00639262269459	0.0132936576589	0.0018347959393099	0.00101256460602	1.00690738466e-05	8.896084833060001e-06	0.012540258529	0.00608341350235	0.000936359995237	0.00547067572206
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	8.811504300010001e-06	0.0	0.0	6.5910888478800005e-06	0.0	0.0	1.03225806452e-05	1.32692869085e-05	0.0	7.81494216943e-06	6.920175772460001e-06	0.0	4.4024548088e-05	0.0	8.896084833060001e-06	1.45732231598e-05	1.41474732613e-05	5.4124855216e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63464345426e-06	0.0	0.0	0.0	1.81065388747e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31732172713e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__	0.0	0.0	3.52659049231e-05	4.61376219351e-05	7.35582581404e-05	4.28481141474e-05	1.03225806452e-05	0.0	0.0	5.4704595186e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	0.0	0.0	1.1755301641e-05	2.63643553915e-05	8.17313979338e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	1.7623008600000002e-05	1.09029852374e-05	2.35106032821e-05	0.0	8.17313979338e-06	4.28481141474e-05	5.16129032258e-05	0.000510867545978	0.0	0.0	0.0	0.0	1.76098192352e-05	0.0	0.0	7.28661157988e-06	7.07373663064e-05	0.000324749131296	4.16020967457e-05
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0	0.0	0.0	0.0	3.26925591735e-05	0.000160680428053	0.0	0.0241633714604	0.000314486600624	0.0	0.000179924570084	0.0006820129642819	0.0	1.00690738466e-05	8.896084833060001e-06	0.0	0.0	5.4124855216e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001061542952679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98078607256e-05	1.49755524107e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.0	0.0	0.0	0.0	0.0	1.07120285368e-05	0.0	7.29810779969e-05	0.0	0.0	0.0	6.03551295825e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55843393323e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	0.0	0.0	4.70212065642e-05	1.31821776958e-05	8.17313979338e-06	1.07120285368e-05	0.0	0.0003051935988959	2.2463328616e-05	0.0	1.38403515449e-05	6.03551295825e-06	0.0002201227404399	6.04144430795e-05	3.55843393323e-05	2.18598347396e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	0.0	0.0	0.0	0.0	0.0	9.64082568316e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.0	0.0	3.52659049231e-05	0.0	0.0	1.07120285368e-05	0.0	6.63464345426e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	8.811504300010001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000139327512539	0.0	0.0	0.0	0.0	0.0	0.0	6.22725938315e-05	0.0	2.82949465226e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	1.7623008600000002e-05	1.09029852374e-05	0.0	7.90930661745e-05	0.00268078985223	0.0951335254356999	4.12903225806e-05	0.00040471325071	3.74388810267e-05	1.56298843389e-05	0.0002698868551259	6.03551295825e-06	4.4024548088e-05	0.000281934067704	0.0017525287121099	0.000378903802154	7.07373663064e-05	0.0	1.04005241864e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.0	0.0	0.0	0.0	2.45194193801e-05	4.28481141474e-05	0.0	3.31732172713e-05	7.487776205339999e-06	0.0	6.920175772460001e-06	1.20710259165e-05	0.0	2.01381476932e-05	0.000240194290493	0.0	0.0	9.20122538672e-05	3.12015725593e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0	0.0	0.000576009780411	9.22752438703e-05	0.205399176148	0.000471329255621	5.16129032258e-05	0.000417982537618	2.2463328616e-05	7.81494216943e-06	0.0	9.05326943737e-05	8.8049096176e-06	0.000614213504642	0.000907400652973	5.10062810592e-05	0.00022635957218	2.16499420864e-05	8.32041934914e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.0002379106161	5.45149261868e-05	0.00288004890205	0.00065251779594	0.0130198116909	0.0064057930650299	0.00216774193548	0.0155847774741	0.00510666337205	8.59643638637e-05	0.0015085983184	0.00385065726736	0.00822378558284	0.0266125621765	0.000960777161971	0.000153018843178	0.000212212098919	0.00209463189686	2.08010483728e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	9.69265473002e-05	0.000239865675222	0.0	0.0	0.0	1.07120285368e-05	0.0	1.99039303628e-05	7.487776205339999e-06	0.0	0.0	0.0	0.00484270028968	4.02762953864e-05	0.0	0.000327897521095	1.41474732613e-05	0.0	0.0
