#OTU ID	MTC8T1	MTC8T2	MTT8T4	MTT8T6	MTT8T7	MTT8T11	MTT8T12	MTT8T13	MTT8T14	MTT8T15	MTT8T9	MTT8T17	MTB8T21	MTB8T22	MTB8T23	MTB8T24	MTB8T25	MTB8T26	MTB8T27	MTB8T28	MTB8T29	MTB8T30
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.000856833784956	0.000222931028569	0.0015358100877	0.00199843185252	0.0012737555408399	0.00151662377226	0.0018607584956199	0.0023819301848	0.00327280031192	0.0005549245215939	0.0102481611684999	0.00241061480806	0.00719754824154	0.00479290162827	0.00459427815109	0.00213748215115	0.000917014549964	0.0022147812246599	0.0015232472790699	0.00389725607824	0.00135544817739	0.00046119383318
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	1.0710422312e-05	0.0	0.000138987338253	1.91237497849e-05	0.0	0.0	0.0	6.8446269678300006e-06	0.0	0.0	1.29723559096e-05	0.00098247746379	0.0	7.50356419299e-05	6.36326613724e-06	1.75203455012e-05	8.73347190442e-06	0.0	0.0	3.16850087662e-05	4.13877306073e-05	2.02722564035e-05
k__Bacteria;p__GN02;c__3BR-5F;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BD1-5;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	2.14208446239e-05	0.0	1.38987338253e-05	0.0	0.0	2.62618835023e-05	1.57691397934e-05	2.05338809035e-05	2.95379089523e-05	0.0	0.0	1.01286336473e-05	9.98272987731e-06	9.37945524124e-05	0.0	3.50406910024e-05	0.0	0.0	0.0	0.0	2.06938653036e-05	0.000445989640877
k__Bacteria;p__OD1;c__ABY1;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	0.0	0.0	6.94936691267e-06	0.0	1.01900443267e-05	1.31309417511e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.37945524124e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	0.00043912731479	0.000300099461536	0.0	0.0	0.0	0.0	4.73074193803e-05	0.0	0.0	8.670695649910001e-06	0.0	0.0	0.000299481896319	0.0003845576648909	0.0007445021380569	0.000700813820049	0.000183402909993	0.0	0.0	7.39316871211e-05	0.000258673316295	0.000952796050964
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.0	0.0	8.33924029521e-05	2.86856246773e-05	5.09502216335e-05	1.96964126267e-05	0.0	0.0	0.0	0.0	1.29723559096e-05	0.0	1.99654597546e-05	9.37945524124e-06	2.5453064549e-05	0.0	0.0	7.50773296495e-06	0.0	1.05616695887e-05	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0	0.0	0.0	0.0	0.0	0.0	1.05127598623e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.0	0.0	6.94936691267e-06	0.0	0.0	0.0	3.6794659518e-05	0.0	0.0	8.670695649910001e-06	0.000681048685252	0.0	8.98445688958e-05	0.0003939371201319	8.27224597842e-05	0.0	8.73347190442e-06	0.0	2.36774188456e-05	1.05616695887e-05	0.0	5.06806410087e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.0	0.0	9.03417698648e-05	0.0	5.09502216335e-05	6.565470875569999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36326613724e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.00972506345925	0.00833419076037	0.00308551890923	0.00132910061005	0.0060936465073599	0.00249487893272	0.00036794659518	0.00347022587269	0.00307194253104	0.0113846233883	0.0057078366002	0.0095259799453099	0.000588981062761	0.0004689727620619	0.00731139279169	0.0131052184348999	0.00345845487415	0.00419682272741	0.00578518267129	0.0045415179231499	0.0067772408869399	0.00821533190752
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.0	2.57228109888e-05	6.94936691267e-06	0.0	0.0	0.0	0.0	2.05338809035e-05	0.0	0.0	0.0013102079468699	5.06431682366e-05	9.98272987731e-06	0.0	0.0	0.0	0.0	0.0	1.57849458971e-05	0.0	3.10407979554e-05	5.06806410087e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01361282017e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.06431682366e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.00100677969732	0.00155194292966	0.0005628987199269	0.00123348186112	0.00229275997351	0.00347969956405	0.00036794659518	0.000698151950719	0.0015005257747799	0.0072660429546299	0.0	0.00041527397954	0.00136763399319	0.000722218053575	0.00124083689676	0.00118262332133	0.0005502087299789	0.00573590798522	0.00149956986022	0.00537588982066	0.00279367181599	0.00160657631998
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.0	0.0	6.94936691267e-06	0.0	2.03800886534e-05	0.0	1.57691397934e-05	0.0	0.0	0.0	0.0	1.01286336473e-05	0.0	3.751782096500001e-05	6.36326613724e-06	8.760172750610001e-06	0.0	0.0	2.36774188456e-05	0.0	0.000269020248947	2.53403205044e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36326613724e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	0.0	0.0	3.47468345634e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.06431682366e-06	3.99309195092e-05	0.0	6.36326613724e-06	0.0	0.0	1.50154659299e-05	0.0	1.05616695887e-05	3.10407979554e-05	5.06806410087e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	5.35521115598e-05	8.57427032959e-05	0.0129814173929	0.0369948939588	0.0115249401334999	0.00277062870949	0.0020972955925299	0.00290212183436	0.00180772002788	0.0024104533906799	0.374109772076	0.0100172186772	0.0007087738212889	0.0185431830119	0.0086794950112	0.0003591670827749	0.000192136381897	0.00406168353404	0.00962881699723	0.0172894531167	0.00378697735056	0.000542282858794
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.000974648430388	0.00424426381315	0.00166784805904	0.000133866248494	0.0012228053192	0.0	7.3589319036e-05	0.0029158110883	7.67985632761e-05	0.00309543834702	0.0	0.0633596677808	2.99481896319e-05	9.37945524124e-06	0.000260893911627	0.000105122073007	3.49338876177e-05	0.0004504639778969	0.0010970537398499	0.000190110052597	0.000289714114251	0.000253403205044
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0	0.0	4.86455683887e-05	0.000239046872311	0.0	6.565470875569999e-06	0.0	3.42231348392e-05	3.54454907428e-05	1.73413912998e-05	8.43203134121e-05	1.01286336473e-05	0.0	1.87589104825e-05	6.36326613724e-06	0.0	0.0	0.0	0.0	2.11233391775e-05	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.0	0.0	0.0	0.0	0.0	1.31309417511e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Sphaerochaetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales	2.14208446239e-05	6.00198923072e-05	0.000319670877983	0.0003537893710199	0.000305701329801	0.000131309417511	0.000126153118347	0.00025325119781	0.0003780852345899	0.000485558956395	0.0	5.57074850603e-05	0.000299481896319	3.751782096500001e-05	7.63591936469e-05	0.000157683109511	3.49338876177e-05	0.000608126370161	0.0001657419319199	0.00118290699394	0.0005069996999389	0.000380104807566
k__Bacteria;p__TM7;c__TM7-3;o__	0.0	0.0	6.25443022141e-05	9.56187489243e-06	5.09502216335e-05	1.96964126267e-05	3.15382795868e-05	0.0	2.36303271619e-05	0.0	6.4861779547800006e-06	5.06431682366e-06	9.98272987731e-06	3.751782096500001e-05	0.0	0.0	1.74669438088e-05	0.0	0.0	0.0	0.0	5.06806410087e-06
k__Bacteria;p__TM7;c__TM7-3;o__CW040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__EW055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__I025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	0.000599783649469	0.0015176458483399	0.0738439728141	0.0144288692127	0.00952769144546	0.0340091391355	0.0353018476175	0.00286789869952	0.0365738388648	0.00665042356348	6.4861779547800006e-06	0.00107869948344	0.0446028370918	0.0895456591881	0.120774791285	0.0496964600141999	0.0458769279139	0.0413000390402	0.0004577634310159	0.00157368876872	0.0017175908202	0.00107949765349
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28	0.0	6.00198923072e-05	0.000555949353014	5.73712493546e-05	5.09502216335e-05	0.000105047534009	0.0	0.0	0.000171319871924	0.0	0.0	5.06431682366e-06	0.0	6.56561866887e-05	1.90897984117e-05	4.380086375299999e-05	3.49338876177e-05	0.000180185591159	0.0	0.0	7.24285285627e-05	0.000101361282017
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	2.14208446239e-05	3.42970813184e-05	9.03417698648e-05	0.00105180623817	0.000519692260661	5.25237670046e-05	0.0033272884964099	0.000130047912389	0.000224488108038	2.60120869497e-05	6.4861779547800006e-06	5.06431682366e-06	0.00066884290178	0.000806633150747	0.0002990735084499	8.760172750610001e-06	0.0	0.00841616865371	0.000149956986022	4.22466783549e-05	5.17346632591e-05	3.04083846052e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13530725333e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	0.0	0.0	4.86455683887e-05	0.0	6.11402659602e-05	0.000275749776774	0.000162947777865	6.84462696783e-05	4.72606543238e-05	8.67069564991e-05	0.00621375848068	9.11577028259e-05	0.000359378275583	0.00015007128386	0.0002354408470779	1.75203455012e-05	2.62004157133e-05	3.00309318598e-05	3.15698917942e-05	8.44933567098e-05	4.13877306073e-05	5.06806410087e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36892539357e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74669438088e-05	7.50773296495e-06	0.0	1.05616695887e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36326613724e-06	0.0	0.0	0.0	0.0	3.16850087662e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	0.0	0.0	6.94936691267e-06	9.56187489243e-06	0.0	0.0	0.0	8.213552361399999e-05	1.18151635809e-05	0.0	0.0	1.5192950471e-05	3.99309195092e-05	2.81383657237e-05	0.0	8.760172750610001e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	1.0710422312e-05	8.57427032959e-06	0.0117374807155	0.00106136811306	0.00336271462781	0.00107017175272	0.00542984046887	0.0129295003422	0.00858962392334	0.00363302147731	0.0104492326851	0.00193456902664	0.0009783075279769	0.000178209649584	0.000101812258196	2.62805182518e-05	3.49338876177e-05	0.00554070692814	3.15698917942e-05	0.000105616695887	8.27754612145e-05	1.52041923026e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.000396285625542	0.0001028912439549	0.0011535949075	0.000889254364996	0.000499312172008	0.00624376280267	0.0050618938736899	0.0021013004791199	0.00348547325638	0.00454344452055	0.00271770856305	0.00171680340322	0.00526089864534	0.0042957905004899	0.0035061596416199	0.00104246055732	0.000969415381391	0.00274783026517	0.000481440849861	0.0015842504383099	0.0003517957101619	0.00017231417943
k__Bacteria;p__Bacteroidetes;c__;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.018025640751	0.0496021538567	0.0918358837509999	0.0560995199939	0.041361389922	0.1355835390509999	0.0761596888223	0.0403490759754	0.151671254889	0.0961493440618999	0.2374654611019999	0.0753823559202	0.225559781578	0.0602723793801999	0.0875139991855	0.160022075635	0.0969677385548	0.165545511877	0.1108892449269999	0.226526689339	0.0937845975561	0.0485419179581999
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.0014459070121099	0.00217786466372	0.00309941764305	0.00545026868868	0.00274112192388	0.00926387940543	0.00236011458908	0.00507871321013	0.0099779056441	0.00549722104204	0.137844253895	0.0020763698977	0.00760684016651	0.00640616792977	0.00930945835879	0.0107662523105	0.00648023615308	0.0190245953332	0.00939993528172	0.0310618702605	0.00598052707275	0.00206270208906
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.712907129928	0.6853585759849999	0.24087200656	0.317492493928	0.56050338819	0.2120187509849999	0.238429393677	0.504757015743	0.24195091981	0.532727540731	0.0225589269267	0.486493467031	0.051181456081	0.0632081488706999	0.0925473427001	0.3898276874019999	0.475755881993	0.170860986816	0.422097345761	0.0233412897910999	0.607809864766	0.724312517105
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.00082470251802	0.00211784477141	0.00590696187577	0.003289284963	0.00223161970755	0.00783260675456	0.00240216562853	0.00229979466119	0.00702411474887	0.00471685843355	1.29723559096e-05	0.00108376380026	0.00429257384724	0.00364860808884	0.0027107513744699	0.00492321708584	0.003746659447	0.0085813387789399	0.00206782791252	0.0133393886906	0.0020486926650599	0.000962932179166
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	0.000342733513982	0.00108035806153	0.000298822777245	0.00111873936241	0.000621592703928	0.00252770628709	0.00100922494678	0.000876112251882	0.00243983127946	0.00145667686919	0.0	0.000313987643067	0.00204645962485	0.000694079687852	0.00214442068825	0.00333762581798	0.00234930394229	0.00122376047329	0.0027465805861	0.00177436049091	0.0009105300733599	0.000684188653618
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	0.000963938008076	0.00317248002195	0.00797787321575	0.00223747872483	0.00129413562949	0.00137218341299	0.00210255197246	0.0012594113620799	0.00627975944327	0.00408389765111	0.0	0.0006583611870759	0.00271530252663	0.000637802956404	0.000769955202606	0.003652992037	0.00409599832317	0.00921949608096	0.00337797842198	0.0161171077924	0.00183140707937	0.00100854475607
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	0.00282755149036	0.00493877970985	0.00132732908032	0.00203667935209	0.00276150201253	0.0076750354535399	0.00306446949986	0.00180013689254	0.0054526979926	0.00350296104256	0.0	0.000688747088018	0.00670839447755	0.00114429353943	0.00128537975972	0.00833092428583	0.00426193428936	0.00623892609388	0.00401726873081	0.00766777212142	0.00659099609921	0.00396322612688
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	0.0021206636177699	0.00808553692081	0.0258238474475	0.0146583542101	0.00735721200387	0.0060730605598999	0.0204315487922999	0.0054277891854899	0.0129730496119	0.0021590032168299	6.4861779547800006e-06	0.00232958573888	0.0153933694707999	0.0155605162452	0.0131019649766	0.015067497131	0.0119561230371999	0.00446710111415	0.0148930964538999	0.00973785936081	0.0031558144588	0.00125181183292
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60120869497e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.06431682366e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__	0.0	0.0	0.00041696201476	0.0	0.000101900443267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
