study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA392012	SRP110600	SAMN07280175	SRS2317681	SRX2960817	SRR5761056	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	19		PAIRED	AMPLICON	METAGENOMIC	PCR	18742	8897155	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_150	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	19	TZ_HADZA_154.fastq.gz	126562;969149;1766818	82b5b386780bd485efd44b5af84fb789;74307e6a7064faa23bda1686ed6a8d8d;6dabcbf34187579603c2a8b7c20a92d3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761056/SRR5761056.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761056/SRR5761056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761056/SRR5761056_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5761056/SRR5761056.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5761056/SRR5761056_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5761056/SRR5761056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761056/SRR5761056.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761056/SRR5761056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761056/SRR5761056_2.fastq.gz							4066829	c381881ebcb68438f3bf241bcecbc2e6	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5761056	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/006/SRR5761056	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5761056				TZ_HADZA_154		154		2017-11-09
PRJNA392012	SRP110600	SAMN07280176	SRS2317679	SRX2960816	SRR5761057	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	20		PAIRED	AMPLICON	METAGENOMIC	PCR	14170	6633398	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_151	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	20	TZ_HADZA_117.fastq.gz	125923;743604;1352736	6a6d7de16039313b23d059b538370a58;dc641f66e61d1f84be87445f381242a0;19b718da8b48320bdf9f55691a6e3ddf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761057/SRR5761057.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761057/SRR5761057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761057/SRR5761057_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761057/SRR5761057.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761057/SRR5761057_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761057/SRR5761057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761057/SRR5761057.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761057/SRR5761057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761057/SRR5761057_2.fastq.gz							3103018	a59ac1fb119d56fa1dd99877062c9d10	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5761057	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/007/SRR5761057	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5761057				TZ_HADZA_117		117		2017-11-09
PRJNA392012	SRP110600	SAMN07280169	SRS2317680	SRX2960815	SRR5761058	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	13		PAIRED	AMPLICON	METAGENOMIC	PCR	24391	11429603	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_144	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	13	TZ_HADZA_149.fastq.gz	193932;1207255;2233487	32b05e18a68cc3c35c2cfc721120e2b9;fa39ba5cf065c7a9231d7db723bf8ec8;dd72c13f15cddd5804283e28d7b361cc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761058/SRR5761058.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761058/SRR5761058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761058/SRR5761058_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761058/SRR5761058.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761058/SRR5761058_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761058/SRR5761058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761058/SRR5761058.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761058/SRR5761058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761058/SRR5761058_2.fastq.gz							5240528	3b728ecba7b0904992a4cb06f6474b23	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5761058	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/008/SRR5761058	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5761058				TZ_HADZA_149		149		2017-11-09
PRJNA392012	SRP110600	SAMN07280170	SRS2317678	SRX2960814	SRR5761059	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	14		PAIRED	AMPLICON	METAGENOMIC	PCR	20988	9715863	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_145	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	14	TZ_HADZA_111.fastq.gz	190517;1060754;1982179	292f6041d6dcbad36a7a636d4c9cc3d7;d6978679998d323c1e422fe51a0b9c63;56d5f2b034cf3fb513cd186128ae54b5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761059/SRR5761059.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761059/SRR5761059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761059/SRR5761059_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761059/SRR5761059.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761059/SRR5761059_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761059/SRR5761059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761059/SRR5761059.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761059/SRR5761059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761059/SRR5761059_2.fastq.gz							4529500	58769990b2f07e4b30b667705acf8e78	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5761059	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/009/SRR5761059	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5761059				TZ_HADZA_111		111		2017-11-09
PRJNA392012	SRP110600	SAMN07280167	SRS2317677	SRX2960813	SRR5761060	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	11		PAIRED	AMPLICON	METAGENOMIC	PCR	21135	9928036	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_142	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	11	TZ_HADZA_147.fastq.gz	173843;1194981;2100890	9eed178695d924d5a962b27a428cbb31;627a223e1c78ff83a5b91e9db0196469;97203578a9ca22699e3ac6739fb31de1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761060/SRR5761060.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761060/SRR5761060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761060/SRR5761060_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5761060/SRR5761060.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5761060/SRR5761060_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5761060/SRR5761060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761060/SRR5761060.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761060/SRR5761060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761060/SRR5761060_2.fastq.gz							4605710	9e6adb89e3ff4612ae52fc76e28d78a6	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/000/SRR5761060	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/000/SRR5761060	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/000/SRR5761060				TZ_HADZA_147		147		2017-11-09
PRJNA392012	SRP110600	SAMN07280168	SRS2317676	SRX2960812	SRR5761061	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	12		PAIRED	AMPLICON	METAGENOMIC	PCR	24094	11363373	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_143	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	12	TZ_HADZA_148.fastq.gz	187353;1317128;2290010	6410b381905937d28d4180d168a7f68a;e9fe7c27dca8209dccee4a7247c70057;b20939410ab20add0413ba20c2b9744b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761061/SRR5761061.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761061/SRR5761061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761061/SRR5761061_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5761061/SRR5761061.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5761061/SRR5761061_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5761061/SRR5761061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761061/SRR5761061.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761061/SRR5761061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761061/SRR5761061_2.fastq.gz							5199330	25a25b681abeb806364865ff45060629	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/001/SRR5761061	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/001/SRR5761061	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/001/SRR5761061				TZ_HADZA_148		148		2017-11-09
PRJNA392012	SRP110600	SAMN07280173	SRS2317675	SRX2960811	SRR5761062	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	17		PAIRED	AMPLICON	METAGENOMIC	PCR	19938	9422880	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_148	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	17	TZ_HADZA_152.fastq.gz	150165;1092618;1884454	abcad3786cc10b8e4186fe29b5415073;e559048b8d6bfb7b088e8bae2afb0b1b;3e0f8b500e9d5d5b75e15ed0f974cce6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761062/SRR5761062.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761062/SRR5761062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761062/SRR5761062_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5761062/SRR5761062.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5761062/SRR5761062_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5761062/SRR5761062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761062/SRR5761062.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761062/SRR5761062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761062/SRR5761062_2.fastq.gz							4332147	c82ddc7f8d20cd7378c5c8f70627d894	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/002/SRR5761062	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/002/SRR5761062	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/002/SRR5761062				TZ_HADZA_152		152		2017-11-09
PRJNA392012	SRP110600	SAMN07280174	SRS2317674	SRX2960810	SRR5761063	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	18		PAIRED	AMPLICON	METAGENOMIC	PCR	21195	10024826	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_149	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	18	TZ_HADZA_153.fastq.gz	158038;1183025;2038203	fea84740bb61954a6119004862813007;1988e877f405e9594fbd77f63be65364;f32f01b15e17ac5c3924d2439a151411	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761063/SRR5761063.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761063/SRR5761063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761063/SRR5761063_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5761063/SRR5761063.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5761063/SRR5761063_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5761063/SRR5761063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761063/SRR5761063.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761063/SRR5761063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761063/SRR5761063_2.fastq.gz							4618007	c234bf5ccbdfde42eaaae37322b9ed75	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/003/SRR5761063	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/003/SRR5761063	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/003/SRR5761063				TZ_HADZA_153		153		2017-11-09
PRJNA392012	SRP110600	SAMN07280171	SRS2317673	SRX2960809	SRR5761064	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	15		PAIRED	AMPLICON	METAGENOMIC	PCR	21002	9867091	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_146	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	15	TZ_HADZA_150.fastq.gz	165131;1154706;2044625	3eadeb7fa02b80feffdc05acd8ff1fb6;40d815552a0d39eea080984de482c313;f83c9f26080bb86bf94c72521ca1b921	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761064/SRR5761064.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761064/SRR5761064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761064/SRR5761064_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5761064/SRR5761064.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5761064/SRR5761064_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5761064/SRR5761064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761064/SRR5761064.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761064/SRR5761064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761064/SRR5761064_2.fastq.gz							4569930	b7b638ba4014a9760445880b441ffef1	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/004/SRR5761064	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/004/SRR5761064	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/004/SRR5761064				TZ_HADZA_150		150		2017-11-09
PRJNA392012	SRP110600	SAMN07280172	SRS2317672	SRX2960808	SRR5761065	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	16		PAIRED	AMPLICON	METAGENOMIC	PCR	25292	12029459	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_147	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	16	TZ_HADZA_151.fastq.gz	163551;1363638;2372826	38b9d46411d9df5131a476916d9981ee;836bfe3db6bb5220f53e644caeec30be;672704d7c61a7f60131ed45c3e788fac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761065/SRR5761065.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761065/SRR5761065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761065/SRR5761065_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5761065/SRR5761065.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5761065/SRR5761065_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5761065/SRR5761065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761065/SRR5761065.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761065/SRR5761065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761065/SRR5761065_2.fastq.gz							5514079	9b95523932234ff9cba161c392f1a192	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5761065	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/005/SRR5761065	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5761065				TZ_HADZA_151		151		2017-11-09
PRJNA392012	SRP110600	SAMN07280165	SRS2317671	SRX2960807	SRR5761066	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	9		PAIRED	AMPLICON	METAGENOMIC	PCR	19603	9183320	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_140	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	9	TZ_HADZA_145.fastq.gz	175080;1164361;1988394	99a5d50ea1ef11d8fc9e8ded7dbee74c;65c82a1fb283fef61d353d0ddc48830f;06d45a0a212016ea3c3b4f02656cb9c3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761066/SRR5761066.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761066/SRR5761066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761066/SRR5761066_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5761066/SRR5761066.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5761066/SRR5761066_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5761066/SRR5761066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761066/SRR5761066.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761066/SRR5761066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761066/SRR5761066_2.fastq.gz							4286883	4673f8f1816869bdd36643cbd9594d03	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5761066	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/006/SRR5761066	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5761066				TZ_HADZA_145		145		2017-11-09
PRJNA392012	SRP110600	SAMN07280166	SRS2317670	SRX2960806	SRR5761067	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	10		PAIRED	AMPLICON	METAGENOMIC	PCR	22968	10882658	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_141	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	10	TZ_HADZA_107.fastq.gz	165794;1268913;2218649	cb3add1982aca5d2c4c7170ecc7f6405;f7781aeda6630e9a9024ffb159d28ffe;70f65c52b1d83d0940d382ce2d34705d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761067/SRR5761067.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761067/SRR5761067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761067/SRR5761067_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761067/SRR5761067.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761067/SRR5761067_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761067/SRR5761067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761067/SRR5761067.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761067/SRR5761067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761067/SRR5761067_2.fastq.gz							4981587	2dcab9ecfedcb7d127ed4e0828714959	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5761067	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/007/SRR5761067	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5761067				TZ_HADZA_107		107		2017-11-09
PRJNA392012	SRP110600	SAMN07280159	SRS2317669	SRX2960805	SRR5761068	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	3		PAIRED	AMPLICON	METAGENOMIC	PCR	19086	8978579	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_134	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	3	TZ_HADZA_136.fastq.gz	161994;1157805;1889005	646e014fea7de2552bfa816ed7f5bd94;5049eb9147936c354ada790c62793889;063f53d4db69822da765aa40a5718ae9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761068/SRR5761068.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761068/SRR5761068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761068/SRR5761068_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761068/SRR5761068.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761068/SRR5761068_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761068/SRR5761068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761068/SRR5761068.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761068/SRR5761068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761068/SRR5761068_2.fastq.gz							4186004	45b82c9ced77a9298692c7c55cbc8e1f	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5761068	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/008/SRR5761068	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5761068				TZ_HADZA_136		136		2017-11-09
PRJNA392012	SRP110600	SAMN07280160	SRS2317668	SRX2960804	SRR5761069	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	4		PAIRED	AMPLICON	METAGENOMIC	PCR	20993	9922657	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_135	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	4	TZ_HADZA_138.fastq.gz	155440;1115021;2016120	7f7079f544b26783298559ca76be904a;33231f9408a8527be25ab50283819f4d;06a0e782ef61492e75e27063b935283c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761069/SRR5761069.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761069/SRR5761069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761069/SRR5761069_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761069/SRR5761069.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761069/SRR5761069_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761069/SRR5761069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761069/SRR5761069.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761069/SRR5761069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761069/SRR5761069_2.fastq.gz							4611931	0d97d440667ee00ba93059e524d84618	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5761069	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/009/SRR5761069	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5761069				TZ_HADZA_138		138		2017-11-09
